Time,Vhcl.sRoad,Car.tx,Car.ty,Car.v,Car.YawRate,Car.SideSlipAngle,Car.ax,Car.ay,DM.Steer.Ang,Steer.WhlAng,DM.Brake,DM.Gas,Car.muRoadFL,Car.muRoadFR,Car.muRoadRL,Car.muRoadRR
0.0,8.399996983999952,7.408852577209473,0.019406098872423172,0.0,-4.5135806203688844e-10,0.0,9.080081508727744e-05,7.586744231957709e-06,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5
0.20000000000000015,8.399996683652251,7.408852577209473,0.01940665766596794,7.140923571569147e-06,-5.980437549624185e-07,0.0,-4.5303508500182943e-07,-2.3710344976279885e-05,4.440463076312842e-15,4.440463076312842e-15,0.0,0.0,0.5,0.5,0.5,0.5
0.4000000000000003,8.40000467389765,7.408851623535156,0.019406922161579132,2.3027063434710726e-05,-1.9451728405783797e-07,0.0,-0.00013689933985006064,-6.886406481498852e-06,2.215898117598268e-15,2.215898117598268e-15,0.0,0.06787516176700592,0.5,0.5,0.5,0.5
0.6000000000000004,8.400045551249043,7.408845901489258,0.019407059997320175,0.00012358020467218012,1.584091478434857e-06,0.0,-0.00014587938494514674,5.071545274404343e-06,4.9699922454425616e-14,4.9699922454425616e-14,0.0,0.15427620708942413,0.5,0.5,0.5,0.5
0.8000000000000006,8.400088713898668,7.408835411071777,0.01940736547112465,0.00016463961219415069,1.328815528722771e-06,0.0,2.2450414689956233e-05,-3.5526525152818067e-06,6.260629899701095e-14,6.260629899701095e-14,0.0,0.20716644823551178,0.5,0.5,0.5,0.5
1.0000000000000007,8.400103491673793,7.408825874328613,0.01940757781267166,8.678711310494691e-05,6.698510901514965e-07,0.0,0.000106149454950355,-0.00013324162864591926,6.430342776265682e-14,6.430342776265682e-14,0.0,0.21252867579460144,0.5,0.5,0.5,0.5
1.1999999999999786,8.400078685034577,7.408820152282715,0.01940765790641308,9.434943785890937e-05,3.278091753600165e-07,0.0,0.0002140188735211268,-1.1643466677924152e-05,6.437396866650416e-14,6.437396866650416e-14,0.0,0.16020846366882324,0.5,0.5,0.5,0.5
1.3999999999999566,8.401225086437782,7.409712314605713,0.019405435770750046,0.029436258599162102,6.759470124961808e-05,0.0,0.43681758642196655,-0.0010402557672932744,-2.7257001858479665e-14,-2.7257001858479665e-14,0.0,0.11947500705718994,0.5,0.5,0.5,0.5
1.5999999999999346,8.421818944321652,7.427892684936523,0.01939060352742672,0.1972304880619049,5.3197680244920775e-05,0.0,1.4256272315979004,0.0001618153473827988,-6.983989209174979e-08,-6.983989209174979e-08,0.0,0.3088582456111908,0.5,0.5,0.5,0.5
1.7999999999999126,8.497858421300618,7.500221252441406,0.0193881057202816,0.5385075807571411,6.191233842400834e-05,0.0,1.8792768716812134,0.0004403598140925169,-1.7490356185589917e-05,-1.7490356185589917e-05,0.0,0.3717510998249054,0.5,0.5,0.5,0.5
1.9999999999998905,8.64637502524819,7.646566867828369,0.01940295286476612,0.926334798336029,0.00010798558651003987,0.0,1.9765079021453857,-0.0009278032230213284,-8.278407767647877e-05,-8.278407767647877e-05,0.0,0.3859100937843323,0.5,0.5,0.5,0.5
