Time,Vhcl.sRoad,Vhcl.tRoad,Vhcl.YawRate,Car.Road.Path.DevAng,Car.Road.Path.DevDist,Car.Road.Route.DevAng,Car.Road.Route.DevDist,Car.tx,Car.ty,Car.v,Car.YawRate,Car.SideSlipAngle,Car.ax,Car.ay,DM.Steer.Ang,DM.Steer.AngVel,DM.Steer.AngAcc,Steer.WhlAng,Driver.Lat.dy,DM.Brake,DM.Gas,Car.muRoadFL,Car.muRoadFR,Car.muRoadRL,Car.muRoadRR
0.0,8.399996983999952,-1.3393974818143306e-10,-4.5135806203688844e-10,0.0,-1.3393974818143306e-10,0.0,-1.3393974818143306e-10,7.408852577209473,0.019406098872423172,0.0,-4.5135806203688844e-10,0.0,9.080081508727744e-05,7.586744231957709e-06,0.0,0.0,0.0,0.0,0.001293887384235859,0.0,0.0,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
0.20000000000000015,8.399996582148388,-2.789777227008017e-07,-6.582492915185867e-07,-9.232342534915006e-08,-2.789777227008017e-07,-9.232342534915006e-08,-2.789777227008017e-07,7.408852577209473,0.019406653940677643,8.070667718129698e-06,-6.582492915185867e-07,0.0,-3.3159301437990507e-07,-2.4352046239073388e-05,6.308525631813474e-15,2.5277755217223592e-14,-3.3425199457218224e-13,6.308525631813474e-15,0.0012944299960508943,0.0,0.0,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
0.4000000000000003,8.400004588429034,-1.538931684308409e-07,-3.779134658543626e-07,-2.6111072770618193e-07,-1.538931684308409e-07,-2.6111072770618193e-07,-1.538931684308409e-07,7.408851623535156,0.01940692402422428,2.2795740733272396e-05,-3.779134658543626e-07,0.0,-0.00013687093451153487,-3.0845487799524562e-06,2.661420083678611e-15,8.645640898075763e-14,2.8459378950684844e-12,2.661420083678611e-15,0.0012947492068633437,0.0,0.06787516176700592,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
0.6000000000000004,8.400045468693474,2.5808813575167733e-07,1.8725245354289655e-06,2.2599614624141395e-08,2.5808813575167733e-07,2.2599614624141395e-08,2.5808813575167733e-07,7.408845901489258,0.019407140091061592,0.00012359458196442574,1.8725245354289655e-06,0.0,-0.0001456137833883986,3.5788148124993313e-06,5.5651711266656995e-14,1.4670602514928188e-13,-1.0911746766567587e-12,5.5651711266656995e-14,0.001294884830713272,0.0,0.15427622199058533,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
0.8000000000000006,8.400088653496342,6.685118592031358e-07,1.5000260873421212e-06,3.588603476600838e-07,6.685118592031358e-07,3.588603476600838e-07,6.685118592031358e-07,7.408835411071777,0.019407479092478752,0.000164640907314606,1.5000260873421212e-06,0.0,2.2644893761025742e-05,-4.134013579459861e-06,7.052730388633702e-14,2.6123705656371302e-14,-2.936857300319534e-13,7.052730388633702e-14,0.001295117661356926,0.0,0.20716644823551178,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
1.0000000000000007,8.400103494354381,1.0664930414350238e-06,1.1191476687599788e-06,5.964264460089908e-07,1.0664930414350238e-06,5.964264460089908e-07,1.0664930414350238e-06,7.408825874328613,0.019407697021961212,8.671481919009238e-05,1.1191476687599788e-06,0.0,0.00010556745837675408,7.333102257689461e-05,7.237147757162624e-14,5.852036283132082e-15,1.7225358509356803e-12,7.237147757162624e-14,0.0012952700490131974,0.0,0.21252869069576263,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
1.1999999999999786,8.400078685806736,1.3363724065129645e-06,3.3073371241698624e-07,6.981564411034924e-07,1.3363724065129645e-06,6.981564411034924e-07,1.3363724065129645e-06,7.408820152282715,0.019407784566283226,9.432391379959881e-05,3.3073371241698624e-07,0.0,0.00021419825498014688,-1.4471715076069813e-05,7.246770051443432e-14,8.867692480434697e-17,-8.656921831098061e-16,7.246770051443432e-14,0.0012953323312103748,0.0,0.16020846366882324,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
1.3999999999999566,8.401225974188256,8.391869414481334e-06,6.725407001795247e-05,6.886100891279057e-06,8.391869414481334e-06,6.886100891279057e-06,8.391869414481334e-06,7.409713268280029,0.01940550096333027,0.0294448584318161,6.725407001795247e-05,0.0,0.43640631437301636,-0.0010373654076829553,-1.8628365316226622e-14,3.853263194630863e-12,1.728578530313385e-10,-1.8628365316226622e-14,0.0012915662955492735,0.0,0.11948283016681671,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
1.5999999999999346,8.421836388477383,1.1257482583459932e-05,5.212772521190345e-05,1.7234189726877958e-05,1.1257482583459932e-05,1.7234189726877958e-05,1.1257482583459932e-05,7.4279093742370605,0.019390495494008064,0.19741740822792053,5.212772521190345e-05,0.0,1.4265786409378052,9.715854685055092e-05,-6.891027481970013e-08,-3.620847110141767e-06,-0.00016581900126766413,-6.891027481970013e-08,0.0012736163334921002,0.0,0.3087324798107147,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
1.7999999999999126,8.497907519252891,5.871526809642091e-06,6.116025906521827e-05,2.7907717594644055e-05,5.871526809642091e-06,2.7907717594644055e-05,5.871526809642091e-06,7.500273704528809,0.01938767358660698,0.5386316180229187,6.116025906521827e-05,0.0,1.8783093690872192,0.00042002921691164374,-1.7563888832228258e-05,-0.0004213405482005328,-0.0026763668283820152,-1.7563888832228258e-05,0.0012651992728933692,0.0,0.3716505765914917,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
