Time,s,t,t_ref,e_t,devang,psi_ref,e_psi,yawrate,v,delta_cmd_logged,applied_delta_cmd,applied_delta_rate,steer_manual
0.805,8.40008888880947,1.28750642250901e-06,4.72132426566214e-06,-3.43381784315313e-06,1.77140890278258e-07,2.23468730621339e-05,-2.21697321718556e-05,2.79670947564806e-06,0.000164046384048946,-3.84843421379495e-06,-3.84843421379495e-06,-1.19366375365823e-06,1.99955730301556e-13
0.806,8.4000890414268,1.29038528278676e-06,4.72132619596611e-06,-3.43094091317935e-06,1.79937599753906e-07,2.23468817723101e-05,-2.21669441725562e-05,2.78994173357332e-06,0.00016388425506422,-3.8496278775486e-06,-3.8496278775486e-06,-1.19366375365823e-06,1.9999781198372e-13
0.807,8.4000891932907,1.29325917846855e-06,4.7213281167408e-06,-3.42806893827225e-06,1.8272754148748e-07,2.23468904394869e-05,-2.21641628979995e-05,2.7831767629264e-06,0.000163718872610354,-3.85082154130226e-06,-3.85082154130226e-06,-1.19366375365823e-06,2.00039393358949e-13
0.808,8.40008934439993,1.29612809888257e-06,4.72133002797032e-06,-3.42520192908775e-06,1.85510718250406e-07,2.23468990635928e-05,-2.21613883453424e-05,2.77641752606534e-06,0.000163550247047867,-3.85201520505592e-06,-3.85201520505592e-06,-1.19366375365908e-06,2.00080479152739e-13
0.809,8.40008949475325,1.29899203414893e-06,4.72133192963905e-06,-3.42233989549013e-06,1.88287135776471e-07,2.23469076445572e-05,-2.21586205087808e-05,2.76966605292422e-06,0.000163378389244196,-3.85320886880958e-06,-3.85320886880958e-06,-1.19366375365823e-06,2.00121074209518e-13
0.81,8.40008964434943,1.30185097872164e-06,4.72133382173157e-06,-3.41948284300993e-06,1.91056801829396e-07,2.23469161823106e-05,-2.21558593804812e-05,2.76292277427887e-06,0.000163203310378395,-3.85440253256324e-06,-3.85440253256324e-06,-1.19366375365823e-06,2.00161183491959e-13
0.811,8.40008979318728,1.30470493388319e-06,4.72133570423268e-06,-3.41663077034949e-06,1.93819724603675e-07,2.23469246767843e-05,-2.21531049521806e-05,2.75618624885826e-06,0.000163025021868087,-3.8555961963169e-06,-3.8555961963169e-06,-1.19366375365823e-06,2.0020081202552e-13
0.812,8.4000899412656,1.30755390747325e-06,4.72133757712733e-06,-3.41378366965408e-06,1.96575910852533e-07,2.23469331279104e-05,-2.21503572170579e-05,2.74945360613553e-06,0.000162843535315221,-3.85678986007055e-06,-3.85678986007055e-06,-1.19366375365823e-06,2.00239964832142e-13
0.813,8.40009008858323,1.31039791090889e-06,4.72133944040069e-06,-3.41094152949181e-06,1.99325364458668e-07,2.23469415356221e-05,-2.21476161711634e-05,2.74272156123147e-06,0.000162658862456491,-3.85798352382421e-06,-3.85798352382421e-06,-1.19366375365908e-06,2.00278646882469e-13
0.814,8.40009023513901,1.31323695479936e-06,4.72134129403817e-06,-3.40810433923881e-06,2.020680860199e-07,2.23469498998534e-05,-2.21448818138335e-05,2.73598758348438e-06,0.000162471015124812,-3.85917718757787e-06,-3.85917718757787e-06,-1.19366375365823e-06,2.00316863069343e-13
0.815,8.40009038093179,1.31607104498548e-06,4.72134313802528e-06,-3.4052720930398e-06,2.04804073603384e-07,2.23469582205391e-05,-2.21421541469357e-05,2.72925074654295e-06,0.000162280005224637,-3.86037085133153e-06,-3.86037085133153e-06,-1.19366375365823e-06,2.00354618194834e-13
0.816,8.40009052596045,1.31890018058792e-06,4.72134497234776e-06,-3.40244479175984e-06,2.07533324349927e-07,2.23469664976147e-05,-2.21394331732648e-05,2.72251193032902e-06,0.000162085844720181,-3.86156451508519e-06,-3.86156451508519e-06,-1.19366375365823e-06,2.00391916963732e-13
0.817,8.40009067022387,1.32172435476135e-06,4.72134679699153e-06,-3.39962244223018e-06,2.10255836280256e-07,2.23469747310168e-05,-2.21367188947365e-05,2.71577331859397e-06,0.000161888545633793,-3.86275817883885e-06,-3.86275817883885e-06,-1.19366375365823e-06,2.0042876398114e-13
0.818,8.40009081372096,1.32454355771516e-06,4.72134861194272e-06,-3.39680505422756e-06,2.1297160959885e-07,2.23469829206827e-05,-2.21340113110839e-05,2.7090374225665e-06,0.000161688120050958,-3.86395184259251e-06,-3.86395184259251e-06,-1.19366375365908e-06,2.00465163756171e-13
0.819,8.40009095645063,1.32735778065793e-06,4.72135041718763e-06,-3.3939926365297e-06,2.15680647021417e-07,2.23469910665506e-05,-2.21313104195292e-05,2.70230604185645e-06,0.000161484580127413,-3.86514550634616e-06,-3.86514550634616e-06,-1.19366375365823e-06,2.00501120720282e-13
0.82,8.40009109841182,1.33016701902271e-06,4.72135221271269e-06,-3.39118519368997e-06,2.18382953063273e-07,2.23469991685593e-05,-2.21286162154961e-05,2.69557957664293e-06,0.000161277938095145,-3.86633917009982e-06,-3.86633917009982e-06,-1.19366375365823e-06,2.00536639254146e-13
0.821,8.40009123960346,1.33297127331674e-06,4.72135399850454e-06,-3.38838272518781e-06,2.21078532639916e-07,2.23470072266486e-05,-2.21259286940087e-05,2.68885693398269e-06,0.000161068206262114,-3.8658938492433e-06,-3.8658938492433e-06,4.45320856524902e-07,2.00571723717708e-13
0.822,8.40009138002451,1.33577054912494e-06,4.72135577455006e-06,-3.38558522542512e-06,2.23767389573899e-07,2.23470152407591e-05,-2.21232478511852e-05,2.68213598368205e-06,0.000160855397020632,-3.86544852838677e-06,-3.86544852838677e-06,4.45320856524902e-07,2.00606378479823e-13
0.823,8.40009151967396,1.33856485371522e-06,4.72135754083623e-06,-3.38279268712101e-06,2.26449525557581e-07,2.23470232108322e-05,-2.21205736852746e-05,2.67541443662925e-06,0.000160639522832224,-3.86500320753025e-06,-3.86500320753025e-06,4.45320856524902e-07,2.00640607943273e-13
0.824,8.40009165855077,1.34135419291624e-06,4.7213592973502e-06,-3.38000510443396e-06,2.2912493999421e-07,2.23470311368098e-05,-2.21179061968156e-05,2.6686906311299e-06,0.00016042059622421,-3.86455788667372e-06,-3.86455788667372e-06,4.45320856524902e-07,2.00674416556429e-13
0.825,8.40009179665396,1.34413856900683e-06,4.72136104407934e-06,-3.37722247507251e-06,2.3179363062534e-07,2.2347039018635e-05,-2.21152453880097e-05,2.66196394660104e-06,0.000160198629782342,-3.8641125658172e-06,-3.8641125658172e-06,4.45320856524902e-07,2.0070780880258e-13
0.826,8.40009193398254,1.34691798039721e-06,4.72136278101118e-06,-3.37444480061396e-06,2.34455594571941e-07,2.23470468562516e-05,-2.21125912616796e-05,2.65523471609182e-06,0.00015997363614509,-3.86366724496067e-06,-3.86366724496067e-06,4.45320856524902e-07,2.00740789163863e-13
0.827,8.40009207053553,1.34969242304154e-06,4.72136450813343e-06,-3.37167208509189e-06,2.37110829288033e-07,2.2347054649604e-05,-2.21099438203159e-05,2.64850373474477e-06,0.000159745628001033,-3.86322192410415e-06,-3.86322192410415e-06,4.45320856524902e-07,2.00773362066238e-13
0.828,8.40009220631198,1.35246189277007e-06,4.7213662254339e-06,-3.36890433266383e-06,2.39759333022778e-07,2.23470623986372e-05,-2.21073030656144e-05,2.64177162735899e-06,0.000159514618090088,-3.86277660324762e-06,-3.86277660324762e-06,4.45320856524902e-07,2.00805531820835e-13
0.829,8.40009234131094,1.35522638740519e-06,4.72136793290072e-06,-3.36614154549552e-06,2.42401104650137e-07,2.23470701032977e-05,-2.21046689986476e-05,2.6350383729481e-06,0.000159280619208373,-3.8623312823911e-06,-3.8623312823911e-06,4.45320856524902e-07,2.00837302581404e-13
0.83,8.40009247553147,1.35798590773958e-06,4.72136963052205e-06,-3.36338372278246e-06,2.45036143023085e-07,2.23470777635321e-05,-2.2102041620509e-05,2.62830318250394e-06,0.000159043644215663,-3.86188596153457e-06,-3.86188596153457e-06,4.45320856524902e-07,2.00868678332645e-13
0.831,8.40009260897267,1.36074045706744e-06,4.72137131828627e-06,-3.36063086121883e-06,2.47664446205589e-07,2.23470853792879e-05,-2.20994209330824e-05,2.6215647449928e-06,0.000158803706043957,-3.86144064067805e-06,-3.86144064067805e-06,4.45320856524902e-07,2.00899662913827e-13
0.832,8.40009274163361,1.36349003965858e-06,4.72137299618195e-06,-3.35788295652337e-06,2.50286010950581e-07,2.23470929505136e-05,-2.2096806939563e-05,2.61482168508473e-06,0.000158560817705474,-3.86099531982152e-06,-3.86099531982152e-06,4.45320856524902e-07,2.00930260070774e-13
0.833,8.40009287351342,1.36623465902139e-06,4.72137466419779e-06,-3.35514000517639e-06,2.52900832635666e-07,2.23471004771581e-05,-2.20941996445225e-05,2.608072992269e-06,0.000158314992298678,-3.860549998965e-06,-3.860549998965e-06,4.45320856524951e-07,2.00960473518315e-13
0.834,8.40009300461122,1.36897431682315e-06,4.72137632232269e-06,-3.35240200549954e-06,2.55508905627935e-07,2.23471079591714e-05,-2.20915990535435e-05,2.60131821641955e-06,0.000158066243011524,-3.86010467810847e-06,-3.86010467810847e-06,4.45320856524902e-07,2.00990306992741e-13
0.835,8.40009313492613,1.3717090129507e-06,4.7213779705457e-06,-3.349668957595e-06,2.58110223844355e-07,2.23471153965041e-05,-2.20890051726598e-05,2.59455735307581e-06,0.000157814583121733,-3.85965935725195e-06,-3.85965935725195e-06,4.45320856524902e-07,2.01019764278135e-13
0.836,8.40009326445731,1.37443874661686e-06,4.72137960885603e-06,-3.34694086223917e-06,2.6070478119743e-07,2.23471227891075e-05,-2.208641800791e-05,2.58779049477694e-06,0.000157560025994523,-3.85921403639542e-06,-3.85921403639542e-06,4.45320856524902e-07,2.01048849200229e-13
0.837,8.40009339320391,1.37716351793526e-06,4.72138123724301e-06,-3.34421771930775e-06,2.63292571692207e-07,2.23471301369334e-05,-2.20838375652412e-05,2.58101742868363e-06,0.000157302585078592,-3.8587687155389e-06,-3.8587687155389e-06,4.45320856524902e-07,2.01077565592827e-13
0.838,8.4000935211651,1.37988332921875e-06,4.72138285569619e-06,-3.34149952647744e-06,2.65873589120891e-07,2.23471374399346e-05,-2.20812638508137e-05,2.57423737068429e-06,0.000157042273901281,-3.85832339468237e-06,-3.85832339468237e-06,4.45320856524902e-07,2.01105917250529e-13
0.839,8.40009364834007,1.38259818545366e-06,4.7213844642052e-06,-3.33878627875154e-06,2.68447826491575e-07,2.23471446980645e-05,-2.20786968715729e-05,2.56744894585957e-06,0.000156779106063743,-3.85787807382585e-06,-3.85787807382585e-06,4.45320856524902e-07,2.01133907884316e-13
0.84,8.40009377472801,1.38530809383824e-06,4.72138606275991e-06,-3.33607796892168e-06,2.71015275437435e-07,2.23471519112772e-05,-2.20761366358397e-05,2.56065040058227e-06,0.000156513095236768,-3.85743275296932e-06,-3.85743275296932e-06,4.45320856524902e-07,2.01161541092885e-13
0.841,8.40009390032814,1.38801306287504e-06,4.72138765135028e-06,-3.33337458847524e-06,2.73575925838017e-07,2.23471590795275e-05,-2.20735831536894e-05,2.55383992653197e-06,0.000156244255158687,-3.85535258839468e-06,-3.85535258839468e-06,2.08016457464069e-06,2.01188820354686e-13
0.842,8.40009402513966,1.39071310090361e-06,4.72138922996642e-06,-3.33067612906282e-06,2.76129765764549e-07,2.23471662027707e-05,-2.20710364370061e-05,2.54701594648966e-06,0.000155972599629663,-3.85327242382004e-06,-3.85327242382004e-06,2.08016457464154e-06,2.01215749037517e-13
0.843,8.40009414916181,1.39340821578887e-06,4.72139079859861e-06,-3.32798258280974e-06,2.78676781711039e-07,2.2347173280963e-05,-2.20684964992519e-05,2.5401771957615e-06,0.000155698142514424,-3.8511922592454e-06,-3.8511922592454e-06,2.08016457464069e-06,2.01242330416444e-13
0.844,8.40009427239384,1.39609841512843e-06,4.72139235723729e-06,-3.32529394210886e-06,2.812169589068e-07,2.23471803140612e-05,-2.20659633551544e-05,2.53332262077577e-06,0.000155420897740719,-3.84911209467076e-06,-3.84911209467076e-06,2.08016457464154e-06,2.01268567690248e-13
0.845,8.40009439483499,1.398783707081e-06,4.72139390587301e-06,-3.32261019879201e-06,2.83750281527576e-07,2.23471873020228e-05,-2.20634370204952e-05,2.52645114362415e-06,0.000155140879299809,-3.84703193009612e-06,-3.84703193009612e-06,2.08016457464069e-06,2.01294463990055e-13
0.846,8.40009451648454,1.40146410144297e-06,4.72139544449646e-06,-3.31993134305349e-06,2.862767326712e-07,2.23471942448057e-05,-2.20609175121345e-05,2.51956140552761e-06,0.000154858101247328,-3.84495176552148e-06,-3.84495176552148e-06,2.08016457464069e-06,2.01320022378864e-13
0.847,8.40009463734175,1.40413961054744e-06,4.72139697309848e-06,-3.31725736255104e-06,2.88796294076728e-07,2.23472011423685e-05,-2.20584048482917e-05,2.51265159594896e-06,0.00015457257770426,-3.84287160094684e-06,-3.84287160094684e-06,2.08016457464154e-06,2.01345245844894e-13
0.848,8.40009475740592,1.40681024971288e-06,4.72139849167008e-06,-3.3145882419572e-06,2.91308945672677e-07,2.23472079946707e-05,-2.2055899048998e-05,2.50571941906715e-06,0.000154284322857698,-3.8407914363722e-06,-3.8407914363722e-06,2.08016457464069e-06,2.01370137293143e-13
0.849,8.40009487667634,1.40947603722404e-06,4.72140000020237e-06,-3.31192396297832e-06,2.93814665091744e-07,2.23472148016722e-05,-2.20534001365804e-05,2.49876217865156e-06,0.000153993350961143,-3.83871127179755e-06,-3.83871127179755e-06,2.08016457464154e-06,2.01394699538381e-13
0.85,8.40009499515233,1.41213699405398e-06,4.72140149868664e-06,-3.30926450463267e-06,2.96313427270395e-07,2.23472215633337e-05,-2.20509081360633e-05,2.49177691074388e-06,0.000153699676334244,-3.83663110722291e-06,-3.83663110722291e-06,2.08016457464069e-06,2.0141893529999e-13
0.851,8.40009511283319,1.41479314363459e-06,4.72140298711424e-06,-3.30660984347964e-06,2.98805204181139e-07,2.2347228279616e-05,-2.20484230754349e-05,2.48476048163015e-06,0.000153403313361914,-3.83455094264827e-06,-3.83455094264827e-06,2.08016457464069e-06,2.01442847196552e-13
0.852,8.40009522971827,1.41744451192995e-06,4.7214044654767e-06,-3.30395995354674e-06,3.0128996466277e-07,2.23472349504812e-05,-2.20459449858184e-05,2.47770959539791e-06,0.000153104276492983,-3.83247077807363e-06,-3.83247077807363e-06,2.08016457464154e-06,2.01466437737016e-13
0.853,8.4000953458069,1.42009112791186e-06,4.72140593376567e-06,-3.30131480585381e-06,3.03767674258167e-07,2.23472415758914e-05,-2.20434739016332e-05,2.4706207022345e-06,0.000152802580238499,-3.83039061349899e-06,-3.83039061349899e-06,2.08016457464069e-06,2.01489709306711e-13
0.854,8.40009546109843,1.42273302436901e-06,4.72140739197293e-06,-3.29867436760392e-06,3.06238294960402e-07,2.23472481558095e-05,-2.20410098608491e-05,2.4634898408691e-06,0.00015249823916996,-3.82831044892435e-06,-3.82831044892435e-06,2.08016457464154e-06,2.01512664148344e-13
0.855,8.40009557559222,1.42537023887752e-06,4.72140884009042e-06,-3.2960386012129e-06,3.08701784801271e-07,2.23472546901993e-05,-2.2038552905398e-05,2.45631246790927e-06,0.000152191267917562,-3.82623028434971e-06,-3.82623028434971e-06,2.08016457464069e-06,2.01535304339932e-13
0.856,8.40009568928758,1.42800281364126e-06,4.72141027810936e-06,-3.2934074644681e-06,3.1115809726918e-07,2.2347261179021e-05,-2.20361030817518e-05,2.44908330412246e-06,0.000151881680017686,-3.82415011977507e-06,-3.82415011977507e-06,2.08016457464069e-06,2.01557631772215e-13
0.857,8.40009580218356,1.43063079627033e-06,4.72141170601768e-06,-3.29078090974734e-06,3.13607180573303e-07,2.23472676222202e-05,-2.20336604416469e-05,2.44179519305187e-06,0.000151569484531223,-3.82206995520043e-06,-3.82206995520043e-06,2.08016457464154e-06,2.01579648113134e-13
0.858,8.4000959142792,1.43325426479819e-06,4.72141312380335e-06,-3.28815885900515e-06,3.16048975766355e-07,2.23472740197426e-05,-2.20312250439763e-05,2.43443469986729e-06,0.00015125469501805,-3.81998979062579e-06,-3.81998979062579e-06,2.08016457464069e-06,2.01601354700525e-13
0.859,8.40009602557358,1.43587331934991e-06,4.72141453145466e-06,-3.28554121210475e-06,3.18483410466222e-07,2.23472803715355e-05,-2.20287969610692e-05,2.42698517849379e-06,0.000150937324778489,-3.81790962605114e-06,-3.81790962605114e-06,2.08016457464154e-06,2.01622752406256e-13
0.86,8.40009613606579,1.4384880683403e-06,4.72141592896006e-06,-3.28292786061976e-06,3.20910395644716e-07,2.23472866775465e-05,-2.20263762819018e-05,2.41943065250238e-06,0.000150617387036034,-3.8158294614765e-06,-3.8158294614765e-06,2.08016457464069e-06,2.01643841540368e-13
0.861,8.40009624575492,1.44109861728746e-06,4.72141731630818e-06,-3.28031869902073e-06,3.23329826297218e-07,2.23472929377246e-05,-2.20239631114274e-05,2.41175858834086e-06,0.000150294895105239,-3.81176496548311e-06,-3.81176496548311e-06,4.06449599339658e-06,2.0166462184016e-13
0.862,8.4000963546401,1.44370506224141e-06,4.72141869348794e-06,-3.27771363124653e-06,3.25741584885559e-07,2.23472991520196e-05,-2.2021557567134e-05,2.40396052002148e-06,0.00014996986249683,-3.80770046948971e-06,-3.80770046948971e-06,4.06449599339574e-06,2.01685092545304e-13
0.863,8.40009646272045,1.44630749435929e-06,4.7214200604883e-06,-3.27511256612901e-06,3.2814554540558e-07,2.23473053203817e-05,-2.20191597749761e-05,2.39603044038762e-06,0.000149642303007475,-3.80363597349631e-06,-3.80363597349631e-06,4.06449599339701e-06,2.01705252520267e-13
0.864,8.40009656999514,1.44890601009218e-06,4.72142141729847e-06,-3.27251540720628e-06,3.30541575845968e-07,2.23473114427623e-05,-2.20167698669164e-05,2.38796189416109e-06,0.000149312230736348,-3.79957147750292e-06,-3.79957147750292e-06,4.06449599339574e-06,2.01725100367394e-13
0.865,8.4000966764633,1.45150072420189e-06,4.72142276390781e-06,-3.26992203970592e-06,3.32929537740129e-07,2.23473175191134e-05,-2.20143879813733e-05,2.37974486533547e-06,0.000148979660067789,-3.79550698150952e-06,-3.79550698150952e-06,4.06449599339658e-06,2.01744634479673e-13
0.866,8.40009678212411,1.45409178189863e-06,4.7214241003058e-06,-3.26733231840717e-06,3.35309282605465e-07,2.23473235493875e-05,-2.2012014266782e-05,2.37136339219116e-06,0.000148644605626835,-3.79144248551612e-06,-3.79144248551612e-06,4.06449599339701e-06,2.01763853004524e-13
0.867,8.40009688697676,1.45667936764461e-06,4.72142542648206e-06,-3.26474605883745e-06,3.37680645997656e-07,2.23473295335376e-05,-2.200964888754e-05,2.36279438293936e-06,0.000148307082221669,-3.78737798952273e-06,-3.78737798952273e-06,4.06449599339531e-06,2.01782753729565e-13
0.868,8.40009699102042,1.459263709924e-06,4.72142674242633e-06,-3.26216303250233e-06,3.40043440380595e-07,2.23473354715177e-05,-2.20072920311371e-05,2.35400760019344e-06,0.000147967104785457,-3.78331349352933e-06,-3.78331349352933e-06,4.06449599339701e-06,2.01801333959972e-13
0.869,8.40009709425431,1.4618450827916e-06,4.72142804812849e-06,-3.25958296533689e-06,3.42397447980789e-07,2.23473413632819e-05,-2.20049439153011e-05,2.34496642114544e-06,0.00014762468832664,-3.77924899753594e-06,-3.77924899753594e-06,4.06449599339531e-06,2.01819590372465e-13
0.87,8.40009719667762,1.46442380584302e-06,4.72142934357852e-06,-3.2570055377355e-06,3.44742414401934e-07,2.23473472087851e-05,-2.20026047943831e-05,2.3356288443096e-06,0.000147279847892677,-3.77518450154254e-06,-3.77518450154254e-06,4.06449599339701e-06,2.01837518815015e-13
0.871,8.40009729828957,1.46700024431084e-06,4.72143062876652e-06,-3.25443038445569e-06,3.47078043246244e-07,2.23473530079825e-05,-2.20002749647363e-05,2.32594828638376e-06,0.000146932598548456,-3.77112000554914e-06,-3.77112000554914e-06,4.06449599339616e-06,2.01855114042322e-13
0.872,8.4000973990894,1.46957481048304e-06,4.72143190368271e-06,-3.25185709319967e-06,3.49403991532627e-07,2.23473587608302e-05,-2.19979547692975e-05,2.31587391136965e-06,0.000146582955367484,-3.76705550955575e-06,-3.76705550955575e-06,4.06449599339658e-06,2.01872369408392e-13
0.873,8.40009749907633,1.47214796690284e-06,4.72143316831748e-06,-3.24928520141465e-06,3.51719865443997e-07,2.23473644672846e-05,-2.19956446018406e-05,2.30535045513808e-06,0.000146230933432244,-3.76299101356235e-06,-3.76299101356235e-06,4.06449599339616e-06,2.01889276560469e-13
0.874,8.40009759824962,1.47472023116441e-06,4.72143442266121e-06,-3.2467141914968e-06,3.54025215899135e-07,2.23473701273024e-05,-2.19933449114032e-05,2.29431767052062e-06,0.000145876547839485,-3.75892651756895e-06,-3.75892651756895e-06,4.06449599339658e-06,2.01905825181274e-13
0.875,8.40009759824962,1.47729218175782e-06,4.72143442266121e-06,-3.24414224090339e-06,3.56319533569656e-07,2.23473701273024e-05,-2.19910505937327e-05,2.28270958497231e-06,0.000145519813706661,-3.75486202157556e-06,-3.75486202157556e-06,4.06449599339616e-06,2.01922002811454e-13
0.876,8.40009779415229,1.47986446436324e-06,4.72143690043816e-06,-3.24157243607492e-06,3.58602243154628e-07,2.23473813078595e-05,-2.19887790647048e-05,2.27045374426423e-06,0.000145160746176977,-3.75079752558216e-06,-3.75079752558216e-06,4.06449599339616e-06,2.01937794759681e-13
0.877,8.40009779415229,1.48243779816064e-06,4.72143690043816e-06,-3.23899910227752e-06,3.60872696898892e-07,2.23473813078595e-05,-2.19865086109606e-05,2.25747054757561e-06,0.000144799360421954,-3.74673302958877e-06,-3.74673302958877e-06,4.06449599339658e-06,2.01953184085801e-13
0.878,8.40009798679155,1.48501298197213e-06,4.72143933693955e-06,-3.23642635496742e-06,3.63130167446468e-07,2.23473923021675e-05,-2.1984262134721e-05,2.2436727019911e-06,0.000144435671641815,-3.74266853359537e-06,-3.74266853359537e-06,4.06449599339616e-06,2.01968151634051e-13
0.879,8.40009798679155,1.48759090026055e-06,4.72143933693955e-06,-3.233848436679e-06,3.65373840148459e-07,2.23473923021675e-05,-2.1982018462019e-05,2.2289647705029e-06,0.000144069695065088,-3.73860403760197e-06,-3.73860403760197e-06,4.06449599339616e-06,2.01982676081593e-13
0.88,8.40009817616171,1.49017252899594e-06,4.72144173209325e-06,-3.23126920309731e-06,3.67602804918962e-07,2.23474031099009e-05,-2.19798003049819e-05,2.21324279522534e-06,0.000143701445949154,-3.73453954160858e-06,-3.73453954160858e-06,4.06449599339658e-06,2.01996733965137e-13
0.881,8.40009817616171,1.49275894206515e-06,4.72144173209325e-06,-3.2286827900281e-06,3.69816047714187e-07,2.23474031099009e-05,-2.19775870621867e-05,2.19639417213151e-06,0.000143330939593531,-3.72966648183254e-06,-3.72966648183254e-06,4.87305977603458e-06,2.02010299659763e-13
0.882,8.40009836225719,1.4953513080242e-06,4.72144408582889e-06,-3.22609277780469e-06,3.72012441886319e-07,2.23474137307421e-05,-2.19754012888558e-05,2.17829876662994e-06,0.000142958191312613,-3.72479342205651e-06,-3.72479342205651e-06,4.87305977603458e-06,2.02023345313759e-13
0.883,8.40009836225719,1.49795086476113e-06,4.72144408582889e-06,-3.22349322106776e-06,3.74190740652949e-07,2.23474137307421e-05,-2.19732229900892e-05,2.15883632367806e-06,0.000142583216474964,-3.71992036228047e-06,-3.71992036228047e-06,4.87305977603501e-06,2.02035840826719e-13
0.884,8.40009854507258,1.50055875317367e-06,4.72144639807796e-06,-3.22088764490429e-06,3.76349576976627e-07,2.23474241643821e-05,-2.19710745874055e-05,2.13792653870521e-06,0.0001422060304761,-3.71504730250444e-06,-3.71504730250444e-06,4.87305977603416e-06,2.02047754305797e-13
0.885,8.40009854507258,1.50313223746924e-06,4.72144639807796e-06,-3.21831416060872e-06,3.78487503515332e-07,2.23474241643821e-05,-2.19689366608668e-05,2.12617859200358e-06,0.000141826630633408,-3.7101742427284e-06,-3.7101742427284e-06,4.87305977603501e-06,2.02059162149296e-13
0.886,8.4000987246034,1.50561499224879e-06,4.72144866878382e-06,-3.21583367653502e-06,3.80613682107335e-07,2.23474344105653e-05,-2.1966820728458e-05,2.13571840951457e-06,0.000141445027465996,-3.70530118295237e-06,-3.70530118295237e-06,4.87305977603501e-06,2.02070376567032e-13
0.887,8.4000987246034,1.50808645337113e-06,4.72144866878382e-06,-3.21336221541268e-06,3.8274940051685e-07,2.23474344105653e-05,-2.19646850100485e-05,2.14357850784473e-06,0.000141061257246756,-3.70042812317633e-06,-3.70042812317633e-06,4.87305977603416e-06,2.02081695363486e-13
0.888,8.40009890084543,1.51054279131867e-06,4.72145089789298e-06,-3.21090810657431e-06,3.84892979024695e-07,2.23474444690503e-05,-2.19625514900256e-05,2.15100035857788e-06,0.00014067533795673,-3.6955550634003e-06,-3.6955550634003e-06,4.87305977603501e-06,2.02093352824883e-13
0.889,8.40009890084543,1.51298045094778e-06,4.72145089789298e-06,-3.2084704469452e-06,3.87043979383273e-07,2.23474444690503e-05,-2.1960400489667e-05,2.15893773373751e-06,0.000140287284114999,-3.69068200362427e-06,-3.69068200362427e-06,4.87305977603416e-06,2.02105526122234e-13
0.89,8.40009907379354,1.51539685395445e-06,4.72145308534066e-06,-3.20605623138621e-06,3.8920291711701e-07,2.23474543395448e-05,-2.19582514224278e-05,2.16794487632316e-06,0.000139897107837959,-3.68580894384823e-06,-3.68580894384823e-06,4.87305977603501e-06,2.02118350651124e-13
0.891,8.40009907379354,1.51779087605432e-06,4.72145308534066e-06,-3.20366220928634e-06,3.91370861993333e-07,2.23474543395448e-05,-2.19560834775514e-05,2.17813594779484e-06,0.000139504820100161,-3.6809358840722e-06,-3.6809358840722e-06,4.87305977603458e-06,2.02131930917501e-13
0.892,8.40009924344301,1.52016300543793e-06,4.72145523106722e-06,-3.20129222562929e-06,3.93548997941128e-07,2.23474640217796e-05,-2.19539150238385e-05,2.18922597643156e-06,0.000139110431930955,-3.67606282429616e-06,-3.67606282429616e-06,4.87305977603458e-06,2.02146344927822e-13
0.893,8.40009924344301,1.52251528799954e-06,4.72145523106722e-06,-3.19893994306769e-06,3.9573822391756e-07,2.23474640217796e-05,-2.1951725797862e-05,2.20061383885705e-06,0.000138713955332442,-3.67118976452013e-06,-3.67118976452013e-06,4.87305977603501e-06,2.02161643576634e-13
0.894,8.40009940978948,1.52485121062371e-06,4.72145733501729e-06,-3.19660612439358e-06,3.97938837756417e-07,2.2347473515505e-05,-2.19495346777486e-05,2.21146372111112e-06,0.000138315403808195,-3.66631670474409e-06,-3.66631670474409e-06,4.87305977603458e-06,2.02177846846228e-13
0.895,8.40009940978948,1.52717561344367e-06,4.72145733501729e-06,-3.19428172157362e-06,4.00150301477528e-07,2.2347473515505e-05,-2.19473232140275e-05,2.22076376867537e-06,0.000137914792496577,-3.66144364496806e-06,-3.66144364496806e-06,4.87305977603458e-06,2.02194845574924e-13
0.896,8.40009957282868,1.52949462116916e-06,4.72145939713714e-06,-3.19196477596798e-06,4.02371065246203e-07,2.23474828204784e-05,-2.19451117552322e-05,2.22736880004722e-06,0.000137512137990019,-3.65657058519202e-06,-3.65657058519202e-06,4.87305977603458e-06,2.0221230282514e-13
0.897,8.40009957282868,1.5318154569002e-06,4.72145939713714e-06,-3.18964394023694e-06,4.0459843404625e-07,2.23474828204784e-05,-2.19428843864322e-05,2.23006111423248e-06,0.000137107447727315,-3.65169752541599e-06,-3.65169752541599e-06,4.87305977603458e-06,2.02229893175975e-13
0.898,8.40009973255344,1.5341459577258e-06,4.72146141733588e-06,-3.18731545961007e-06,4.06828495160483e-07,2.23474919362898e-05,-2.19406634411293e-05,2.22767383741927e-06,0.00013670072039356,-3.64682446563995e-06,-3.64682446563995e-06,4.87305977603501e-06,2.02247336675117e-13
0.899,8.40009973255344,1.53649368680683e-06,4.72146141733588e-06,-3.18496773052905e-06,4.09056168997902e-07,2.23474919362898e-05,-2.19384357672919e-05,2.2192976548132e-06,0.000136291969615414,-3.64195140586392e-06,-3.64195140586392e-06,4.87305977603458e-06,2.02264383707546e-13
