s_ref,t_ref,psi_ref,delta_ff
275.500000,-0.095695794,-0.001582587,0.007325840
276.000000,-0.096395477,-0.001526578,0.007660093
276.500000,-0.096985706,-0.001456125,0.007571918
277.000000,-0.097575935,-0.001385671,0.007483743
277.500000,-0.098166164,-0.001315217,0.007395568
278.000000,-0.098756393,-0.001244763,0.007307393
278.500000,-0.099346621,-0.001174309,0.007219217
279.000000,-0.099925667,-0.001103496,0.007170418
279.500000,-0.100271693,-0.001025188,0.007942045
280.000000,-0.100617720,-0.000946880,0.008713672
280.500000,-0.100963747,-0.000868571,0.009485299
281.000000,-0.101309774,-0.000790263,0.010256926
281.500000,-0.101655800,-0.000711955,0.011028553
282.000000,-0.102001827,-0.000633647,0.011800179
282.500000,-0.102048863,-0.000507370,0.015543193
283.000000,-0.101897690,-0.000349293,0.021256025
283.500000,-0.101746517,-0.000191216,0.026968857
284.000000,-0.101595344,-0.000033139,0.032681689
284.500000,-0.101444171,0.000124938,0.038394521
285.000000,-0.101292998,0.000283015,0.044107353
285.500000,-0.100867409,0.000505640,0.051036011
286.000000,-0.098967024,0.001075160,0.064498892
286.500000,-0.097066640,0.001644680,0.077961773
287.000000,-0.095166256,0.002214201,0.091424655
287.500000,-0.093265872,0.002783721,0.104887536
288.000000,-0.091365487,0.003353241,0.118350418
288.500000,-0.089465103,0.003922762,0.131813299
289.000000,-0.084310143,0.005159160,0.155204972
289.500000,-0.077841265,0.006664787,0.182605037
290.000000,-0.071372387,0.008170413,0.210005102
290.500000,-0.064903509,0.009676039,0.237405167
291.000000,-0.058434631,0.011181666,0.264805232
291.500000,-0.051965753,0.012687292,0.292205298
292.000000,-0.042874397,0.014654066,0.322187612
292.500000,-0.026638979,0.017877080,0.359204398
293.000000,-0.010403562,0.021100094,0.396221184
293.500000,0.005831856,0.024323108,0.433237970
294.000000,0.022067274,0.027546122,0.470254756
294.500000,0.038302692,0.030769137,0.507271542
295.000000,0.054538110,0.033992151,0.544288328
295.500000,0.083603746,0.038820233,0.560515214
296.000000,0.115326208,0.043980687,0.572437015
296.500000,0.147048671,0.049141140,0.584358817
297.000000,0.178771134,0.054301593,0.596280619
297.500000,0.210493597,0.059462047,0.608202420
298.000000,0.242216059,0.064622500,0.620124222
298.500000,0.280606579,0.069915377,0.614430693
299.000000,0.328973428,0.075406379,0.582382208
299.500000,0.377340277,0.080897381,0.550333723
300.000000,0.425707126,0.086388382,0.518285238
300.500000,0.474073976,0.091879384,0.486236753
301.000000,0.522440825,0.097370386,0.454188267
301.500000,0.570807674,0.102861388,0.422139782
302.000000,0.630370824,0.106215234,0.362368417
302.500000,0.690020044,0.109552652,0.302383938
303.000000,0.749669263,0.112890069,0.242399458
303.500000,0.809318482,0.116227486,0.182414979
304.000000,0.868967702,0.119564904,0.122430500
304.500000,0.928616921,0.122902321,0.062446020
305.000000,0.988503110,0.123962461,-0.006703478
305.500000,1.048548302,0.123494596,-0.082002503
306.000000,1.108593493,0.123026732,-0.157301527
306.500000,1.168638684,0.122558868,-0.232600551
307.000000,1.228683875,0.122091004,-0.307899576
307.500000,1.288729066,0.121623140,-0.383198600
308.000000,1.346047449,0.120269841,-0.462462383
308.500000,1.392657634,0.115439434,-0.557295806
309.000000,1.439267819,0.110609027,-0.652129229
309.500000,1.485878004,0.105778619,-0.746962652
310.000000,1.532488190,0.100948212,-0.841796075
310.500000,1.579098375,0.096117805,-0.936629498
311.000000,1.625708560,0.091287398,-1.031462921
311.500000,1.649600433,0.082384271,-1.135425753
312.000000,1.667523075,0.072411038,-1.241787335
312.500000,1.685445716,0.062437805,-1.348148917
313.000000,1.703368358,0.052464572,-1.454510499
313.500000,1.721290999,0.042491339,-1.560872081
314.000000,1.739213641,0.032518106,-1.667233663
314.500000,1.742116963,0.020829056,-1.737736768
315.000000,1.719401152,0.006213260,-1.747074444
315.500000,1.696685341,-0.008402537,-1.756412121
316.000000,1.673969530,-0.023018333,-1.765749797
316.500000,1.651253719,-0.037634129,-1.775087474
317.000000,1.628537908,-0.052249925,-1.784425151
317.500000,1.605822097,-0.066865721,-1.793762827
318.000000,1.541875659,-0.081942786,-1.698630349
318.500000,1.476825714,-0.097032196,-1.600701807
319.000000,1.411775769,-0.112121606,-1.502773265
319.500000,1.346725824,-0.127211017,-1.404844724
320.000000,1.281675880,-0.142300427,-1.306916182
320.500000,1.216625935,-0.157389837,-1.208987640
321.000000,1.130597146,-0.169097297,-1.074564557
321.500000,1.032889808,-0.178922085,-0.919825613
322.000000,0.935182470,-0.188746873,-0.765086670
322.500000,0.837475133,-0.198571662,-0.610347726
323.000000,0.739767795,-0.208396450,-0.455608782
323.500000,0.642060457,-0.218221238,-0.300869839
324.000000,0.540031599,-0.224730032,-0.162783741
324.500000,0.430565163,-0.225531813,-0.053358125
325.000000,0.321098726,-0.226333593,0.056067490
325.500000,0.211632290,-0.227135374,0.165493106
326.000000,0.102165853,-0.227937155,0.274918721
326.500000,-0.007300583,-0.228738935,0.384344336
327.000000,-0.115673619,-0.228897726,0.495762133
327.500000,-0.213773057,-0.223014975,0.625898465
328.000000,-0.311872495,-0.217132225,0.756034798
328.500000,-0.409971933,-0.211249475,0.886171130
329.000000,-0.508071371,-0.205366724,1.016307462
329.500000,-0.606170809,-0.199483974,1.146443795
330.000000,-0.704270247,-0.193601224,1.276580127
330.500000,-0.775312562,-0.182578263,1.441721773
331.000000,-0.838801993,-0.170120433,1.616635009
331.500000,-0.902291423,-0.157662603,1.791548244
332.000000,-0.965780854,-0.145204774,1.966461479
332.500000,-1.029270284,-0.132746944,2.141374714
333.000000,-1.092759714,-0.120289114,2.316287950
333.500000,-1.135504394,-0.105231151,2.434785495
334.000000,-1.148215901,-0.086408851,2.471607334
334.500000,-1.160927409,-0.067586550,2.508429172
335.000000,-1.173638916,-0.048764250,2.545251011
335.500000,-1.186350423,-0.029941949,2.582072850
336.000000,-1.199061930,-0.011119649,2.618894689
336.500000,-1.210530376,0.007738597,2.651585897
337.000000,-1.169801879,0.028106219,2.510829262
337.500000,-1.129073382,0.048473842,2.370072626
338.000000,-1.088344884,0.068841464,2.229315991
338.500000,-1.047616387,0.089209087,2.088559355
339.000000,-1.006887890,0.109576709,1.947802720
339.500000,-0.966159392,0.129944332,1.807046084
340.000000,-0.894294995,0.146729131,1.576720704
340.500000,-0.808821287,0.161947899,1.307245375
341.000000,-0.723347579,0.177166667,1.037770046
341.500000,-0.637873870,0.192385435,0.768294717
342.000000,-0.552400162,0.207604203,0.498819388
342.500000,-0.466926454,0.222822971,0.229344059
343.000000,-0.374367511,0.231620025,0.016957354
343.500000,-0.272657109,0.232122638,-0.121692323
344.000000,-0.170946708,0.232625251,-0.260342001
344.500000,-0.069236307,0.233127865,-0.398991678
345.000000,0.032474095,0.233630478,-0.537641356
345.500000,0.134184496,0.234133092,-0.676291033
346.000000,0.233657986,0.232996501,-0.812384952
346.500000,0.322086275,0.223766009,-0.935859295
347.000000,0.410514564,0.214535517,-1.059333639
347.500000,0.498942853,0.205305026,-1.182807982
348.000000,0.587371142,0.196074534,-1.306282326
348.500000,0.675799431,0.186844042,-1.429756669
349.000000,0.764227720,0.177613551,-1.553231013
349.500000,0.823215464,0.164370349,-1.704703045
350.000000,0.876485553,0.150347838,-1.861612514
350.500000,0.929755643,0.136325326,-2.018521982
351.000000,0.983025732,0.122302815,-2.175431451
351.500000,1.036295822,0.108280304,-2.332340920
352.000000,1.089565911,0.094257793,-2.489250389
352.500000,1.119545203,0.078022289,-2.593647998
353.000000,1.121352878,0.059110037,-2.634529362
353.500000,1.123160553,0.040197785,-2.675410726
354.000000,1.124968227,0.021285532,-2.716292089
354.500000,1.126775902,0.002373280,-2.757173453
355.000000,1.128583576,-0.016538972,-2.798054817
355.500000,1.127298686,-0.035490536,-2.826916248
356.000000,1.076122896,-0.055076302,-2.661865740
356.500000,1.024947106,-0.074662069,-2.496815231
357.000000,0.973771316,-0.094247835,-2.331764723
357.500000,0.922595526,-0.113833601,-2.166714215
358.000000,0.871419736,-0.133419368,-2.001663706
358.500000,0.820243946,-0.153005134,-1.836613198
359.000000,0.737047142,-0.168660041,-1.569592976
359.500000,0.642076872,-0.182869651,-1.265080595
360.000000,0.547106601,-0.197079261,-0.960568215
360.500000,0.452136331,-0.211288871,-0.656055834
361.000000,0.357166060,-0.225498482,-0.351543453
361.500000,0.262195790,-0.239708092,-0.047031072
362.000000,0.162974966,-0.246344988,0.190720202
362.500000,0.058893961,-0.244323067,0.352135290
363.000000,-0.045187044,-0.242301146,0.513550378
363.500000,-0.149268048,-0.240279225,0.674965465
364.000000,-0.253349053,-0.238257304,0.836380553
364.500000,-0.357430058,-0.236235383,0.997795641
365.000000,-0.457827487,-0.232554913,1.155551124
365.500000,-0.539510760,-0.220448296,1.294714230
366.000000,-0.621194033,-0.208341679,1.433877335
366.500000,-0.702877306,-0.196235061,1.573040441
367.000000,-0.784560579,-0.184128444,1.712203547
367.500000,-0.866243853,-0.172021827,1.851366653
368.000000,-0.947927126,-0.159915210,1.990529758
368.500000,-0.996502593,-0.144147596,2.118116272
369.000000,-1.036078853,-0.127384867,2.242556091
369.500000,-1.075655112,-0.110622138,2.366995910
370.000000,-1.115231372,-0.093859409,2.491435729
370.500000,-1.154807632,-0.077096680,2.615875548
371.000000,-1.194383891,-0.060333951,2.740315367
371.500000,-1.214482487,-0.042477651,2.833338579
372.000000,-1.200786611,-0.022723967,2.871852815
372.500000,-1.187090736,-0.002970282,2.910367051
373.000000,-1.173394861,0.016783403,2.948881286
373.500000,-1.159698986,0.036537088,2.987395522
374.000000,-1.146003111,0.056290773,3.025909758
374.500000,-1.132307236,0.076044458,3.064423994
375.000000,-1.067530741,0.095068915,2.832181382
375.500000,-1.000846422,0.114066136,2.589826200
376.000000,-0.934162103,0.133063357,2.347471018
376.500000,-0.867477784,0.152060578,2.105115835
377.000000,-0.800793465,0.171057799,1.862760653
377.500000,-0.734109146,0.190055021,1.620405471
378.000000,-0.641073752,0.204225733,1.314178708
378.500000,-0.534273878,0.215875319,0.974588633
379.000000,-0.427474004,0.227524905,0.634998558
379.500000,-0.320674130,0.239174492,0.295408483
380.000000,-0.213874255,0.250824078,-0.044181592
380.500000,-0.107074381,0.262473664,-0.383771667
381.000000,-0.001246946,0.266715328,-0.644550640
381.500000,0.103157644,0.260117936,-0.790015513
382.000000,0.207562235,0.253520544,-0.935480386
382.500000,0.311966826,0.246923153,-1.080945258
383.000000,0.416371416,0.240325761,-1.226410131
383.500000,0.520776007,0.233728369,-1.371875004
384.000000,0.622422981,0.226394315,-1.517740765
384.500000,0.696663680,0.211739016,-1.667590709
385.000000,0.770904380,0.197083718,-1.817440653
385.500000,0.845145079,0.182428420,-1.967290597
386.000000,0.919385779,0.167773121,-2.117140541
386.500000,0.993626478,0.153117823,-2.266990485
387.000000,1.067867178,0.138462524,-2.416840429
387.500000,1.108931707,0.121113045,-2.554834872
388.000000,1.136075082,0.102633052,-2.687854593
388.500000,1.163218457,0.084153059,-2.820874313
389.000000,1.190361832,0.065673066,-2.953894033
389.500000,1.217505207,0.047193073,-3.086913754
390.000000,1.244648581,0.028713081,-3.219933474
390.500000,1.256887659,0.010015000,-3.315315518
391.000000,1.231651363,-0.009231439,-3.316061362
391.500000,1.206415067,-0.028477878,-3.316807205
392.000000,1.181178772,-0.047724317,-3.317553049
392.500000,1.155942476,-0.066970756,-3.318298893
393.000000,1.130706180,-0.086217195,-3.319044737
393.500000,1.105469884,-0.105463634,-3.319790581
394.000000,1.033277441,-0.122974224,-2.983622950
394.500000,0.956557838,-0.140317456,-2.614972643
395.000000,0.879838236,-0.157660688,-2.246322336
395.500000,0.803118633,-0.175003920,-1.877672028
396.000000,0.726399030,-0.192347151,-1.509021721
396.500000,0.649679427,-0.209690383,-1.140371414
397.000000,0.553414805,-0.220513776,-0.811300670
397.500000,0.445809970,-0.227554295,-0.505194378
398.000000,0.338205136,-0.234594813,-0.199088085
398.500000,0.230600302,-0.241635331,0.107018208
399.000000,0.122995467,-0.248675850,0.413124500
399.500000,0.015390633,-0.255716368,0.719230793
400.000000,-0.087502571,-0.256501724,0.951242077
400.500000,-0.182438643,-0.246723191,1.058119675
401.000000,-0.277374714,-0.236944658,1.164997273
401.500000,-0.372310786,-0.227166125,1.271874871
402.000000,-0.467246858,-0.217387592,1.378752469
402.500000,-0.562182930,-0.207609059,1.485630067
403.000000,-0.655630338,-0.197590771,1.592431003
403.500000,-0.717823094,-0.182538785,1.697622403
404.000000,-0.780015850,-0.167486799,1.802813804
404.500000,-0.842208605,-0.152434813,1.908005205
405.000000,-0.904401361,-0.137382827,2.013196606
405.500000,-0.966594117,-0.122330840,2.118388007
406.000000,-1.028786873,-0.107278854,2.223579407
406.500000,-1.056637935,-0.089732707,2.284692412
407.000000,-1.069377611,-0.071089052,2.326409588
407.500000,-1.082117288,-0.052445397,2.368126763
408.000000,-1.094856964,-0.033801743,2.409843939
408.500000,-1.107596640,-0.015158088,2.451561114
409.000000,-1.120336317,0.003485566,2.493278290
409.500000,-1.113590317,0.022648614,2.480686624
410.000000,-1.071956928,0.042741591,2.370859754
410.500000,-1.030323540,0.062834568,2.261032885
411.000000,-0.988690151,0.082927544,2.151206015
411.500000,-0.947056763,0.103020521,2.041379146
412.000000,-0.905423374,0.123113498,1.931552276
412.500000,-0.858061733,0.142775639,1.801941420
413.000000,-0.768772364,0.159284297,1.527522416
413.500000,-0.679482995,0.175792956,1.253103413
414.000000,-0.590193625,0.192301614,0.978684409
414.500000,-0.500904256,0.208810272,0.704265405
415.000000,-0.411614887,0.225318931,0.429846402
415.500000,-0.322297730,0.241803490,0.155564630
416.000000,-0.215504452,0.243131922,-0.032410690
416.500000,-0.108711174,0.244460355,-0.220386011
417.000000,-0.001917896,0.245788787,-0.408361331
417.500000,0.104875382,0.247117219,-0.596336651
418.000000,0.211668660,0.248445652,-0.784311972
418.500000,0.318461938,0.249774084,-0.972287292
419.000000,0.409718540,0.239745596,-1.095858155
419.500000,0.499413149,0.228575331,-1.212954064
420.000000,0.589107759,0.217405065,-1.330049973
420.500000,0.678802369,0.206234800,-1.447145882
421.000000,0.768496978,0.195064534,-1.564241791
421.500000,0.858191588,0.183894269,-1.681337700
422.000000,0.919846898,0.169469481,-1.810297200
422.500000,0.972789627,0.154033424,-1.942943043
423.000000,1.025732357,0.138597368,-2.075588887
423.500000,1.078675087,0.123161311,-2.208234730
424.000000,1.131617816,0.107725254,-2.340880574
424.500000,1.184560546,0.092289197,-2.473526417
425.000000,1.207202479,0.074539399,-2.547064318
425.500000,1.207512742,0.055084376,-2.577039698
426.000000,1.207823004,0.035629353,-2.607015079
426.500000,1.208133267,0.016174330,-2.636990459
427.000000,1.208443530,-0.003280694,-2.666965839
427.500000,1.208753793,-0.022735717,-2.696941220
428.000000,1.188650427,-0.042321897,-2.648888501
428.500000,1.134989120,-0.062123686,-2.472565479
429.000000,1.081327814,-0.081925474,-2.296242458
429.500000,1.027666507,-0.101727263,-2.119919437
430.000000,0.974005200,-0.121529052,-1.943596416
430.500000,0.920343894,-0.141330841,-1.767273394
431.000000,0.856702652,-0.159622816,-1.567306913
431.500000,0.760888039,-0.173047446,-1.291118520
432.000000,0.665073427,-0.186472075,-1.014930127
432.500000,0.569258814,-0.199896705,-0.738741733
433.000000,0.473444202,-0.213321335,-0.462553340
433.500000,0.377629590,-0.226745965,-0.186364947
434.000000,0.280606862,-0.238145337,0.071498237
434.500000,0.175848004,-0.236576034,0.212016500
435.000000,0.071089147,-0.235006732,0.352534763
435.500000,-0.033669711,-0.233437429,0.493053026
436.000000,-0.138428568,-0.231868127,0.633571289
436.500000,-0.243187425,-0.230298824,0.774089552
437.000000,-0.347946283,-0.228729521,0.914607815
437.500000,-0.433598354,-0.218771734,1.056686180
438.000000,-0.518999834,-0.208703929,1.198785006
438.500000,-0.604401314,-0.198636124,1.340883833
439.000000,-0.689802793,-0.188568319,1.482982659
439.500000,-0.775204273,-0.178500514,1.625081485
440.000000,-0.860605753,-0.168432709,1.767180312
440.500000,-0.915018394,-0.154238688,1.894427462
441.000000,-0.959542280,-0.138727962,2.016935340
441.500000,-1.004066167,-0.123217236,2.139443217
442.000000,-1.048590053,-0.107706511,2.261951095
442.500000,-1.093113939,-0.092195785,2.384458972
443.000000,-1.137637825,-0.076685059,2.506966850
443.500000,-1.157605095,-0.059281038,2.567518784
444.000000,-1.149191872,-0.039688904,2.556467196
444.500000,-1.140778649,-0.020096771,2.545415608
445.000000,-1.132365426,-0.000504637,2.534364020
445.500000,-1.123952202,0.019087497,2.523312432
446.000000,-1.115538979,0.038679631,2.512260844
446.500000,-1.098682305,0.058192592,2.466357802
447.000000,-1.037923937,0.077293894,2.239244747
447.500000,-0.977165569,0.096395196,2.012131692
448.000000,-0.916407201,0.115496498,1.785018637
448.500000,-0.855648832,0.134597801,1.557905582
449.000000,-0.794890464,0.153699103,1.330792527
449.500000,-0.734132096,0.172800405,1.103679472
450.000000,-0.641726430,0.183541704,0.888955343
450.500000,-0.546260342,0.193474556,0.675429272
451.000000,-0.450794255,0.203407409,0.461903202
451.500000,-0.355328167,0.213340261,0.248377132
452.000000,-0.259862080,0.223273114,0.034851062
452.500000,-0.164395992,0.233205967,-0.178675009
453.000000,-0.065760666,0.233837716,-0.321132199
453.500000,0.034320807,0.230225303,-0.431160125
454.000000,0.134402280,0.226612890,-0.541188052
454.500000,0.234483752,0.223000477,-0.651215978
455.000000,0.334565225,0.219388064,-0.761243904
455.500000,0.434646698,0.215775651,-0.871271830
456.000000,0.526021933,0.209500861,-0.995749574
456.500000,0.605311509,0.199530264,-1.140285989
457.000000,0.684601085,0.189559667,-1.284822404
457.500000,0.763890660,0.179589070,-1.429358819
458.000000,0.843180236,0.169618473,-1.573895234
458.500000,0.922469812,0.159647876,-1.718431649
459.000000,0.998327880,0.149236614,-1.858338977
459.500000,1.036297258,0.133959791,-1.947134653
460.000000,1.074266636,0.118682969,-2.035930330
460.500000,1.112236014,0.103406146,-2.124726006
461.000000,1.150205391,0.088129324,-2.213521683
461.500000,1.188174769,0.072852501,-2.302317359
462.000000,1.226144147,0.057575679,-2.391113036
462.500000,1.228591825,0.039936001,-2.394841422
463.000000,1.215454589,0.021259636,-2.361247090
463.500000,1.202317353,0.002583272,-2.327652757
464.000000,1.189180117,-0.016093093,-2.294058425
464.500000,1.176042881,-0.034769458,-2.260464092
465.000000,1.162905644,-0.053445823,-2.226869760
465.500000,1.134431120,-0.071773497,-2.148061166
466.000000,1.071901985,-0.089326948,-1.968859722
466.500000,1.009372850,-0.106880399,-1.789658277
467.000000,0.946843715,-0.124433849,-1.610456833
467.500000,0.884314580,-0.141987300,-1.431255388
468.000000,0.821785445,-0.159540751,-1.252053944
468.500000,0.759256310,-0.177094201,-1.072852499
469.000000,0.662641065,-0.186656639,-0.902089072
469.500000,0.565463282,-0.196087197,-0.731464901
470.000000,0.468285498,-0.205517755,-0.560840730
470.500000,0.371107715,-0.214948313,-0.390216560
471.000000,0.273929931,-0.224378871,-0.219592389
471.500000,0.176752147,-0.233809429,-0.048968218
472.000000,0.072038219,-0.235806125,0.061455930
472.500000,-0.035981070,-0.234542322,0.145476283
473.000000,-0.144000360,-0.233278518,0.229496636
473.500000,-0.252019649,-0.232014714,0.313516989
474.000000,-0.360038939,-0.230750910,0.397537341
474.500000,-0.468058228,-0.229487106,0.481557694
475.000000,-0.572273182,-0.226395339,0.557510068
475.500000,-0.670532923,-0.220442125,0.620833028
476.000000,-0.768792665,-0.214488911,0.684155989
476.500000,-0.867052406,-0.208535696,0.747478949
477.000000,-0.965312148,-0.202582482,0.810801909
477.500000,-1.063571889,-0.196629267,0.874124869
478.000000,-1.160913535,-0.190575054,0.937169861
478.500000,-1.234802909,-0.181940869,0.993114275
479.000000,-1.308692283,-0.173306684,1.049058689
479.500000,-1.382581657,-0.164672499,1.105003102
480.000000,-1.456471031,-0.156038314,1.160947516
480.500000,-1.530360404,-0.147404129,1.216891930
481.000000,-1.604249778,-0.138769944,1.272836344
481.500000,-1.656872956,-0.128500139,1.295246673
482.000000,-1.696859061,-0.117258394,1.297729946
482.500000,-1.736845165,-0.106016649,1.300213219
483.000000,-1.776831270,-0.094774904,1.302696492
483.500000,-1.816817375,-0.083533158,1.305179765
484.000000,-1.856803480,-0.072291413,1.307663038
484.500000,-1.890966383,-0.061037321,1.301513932
485.000000,-1.897000569,-0.049723588,1.253666505
485.500000,-1.903034755,-0.038409855,1.205819077
486.000000,-1.909068941,-0.027096122,1.157971650
486.500000,-1.915103127,-0.015782388,1.110124223
487.000000,-1.921137313,-0.004468655,1.062276795
487.500000,-1.927171499,0.006845078,1.014429368
488.000000,-1.913171951,0.016264262,0.953795811
488.500000,-1.890718196,0.024883950,0.887766527
489.000000,-1.868264441,0.033503638,0.821737242
489.500000,-1.845810686,0.042123325,0.755707957
490.000000,-1.823356931,0.050743013,0.689678673
490.500000,-1.800903176,0.059362700,0.623649388
491.000000,-1.773731074,0.067046878,0.561526737
491.500000,-1.731731934,0.071791287,0.511680378
492.000000,-1.689732794,0.076535697,0.461834019
492.500000,-1.647733653,0.081280107,0.411987659
493.000000,-1.605734513,0.086024516,0.362141300
493.500000,-1.563735373,0.090768926,0.312294941
494.000000,-1.521736232,0.095513336,0.262448582
494.500000,-1.471746565,0.097955625,0.228907055
495.000000,-1.419622256,0.099782911,0.199721305
495.500000,-1.367497948,0.101610197,0.170535555
496.000000,-1.315373639,0.103437484,0.141349804
496.500000,-1.263249331,0.105264770,0.112164054
497.000000,-1.211125023,0.107092056,0.082978304
497.500000,-1.157972939,0.108403036,0.056001407
498.000000,-1.102852931,0.108725421,0.033253897
498.500000,-1.047732922,0.109047807,0.010506388
499.000000,-0.992612913,0.109370193,-0.012241122
499.500000,-0.937492904,0.109692579,-0.034988632
500.000000,-0.882372896,0.110014964,-0.057736142
500.500000,-0.827252887,0.110337350,-0.080483652
501.000000,-0.774176532,0.109584211,-0.098575787
501.500000,-0.721329560,0.108710353,-0.116145393
502.000000,-0.668482589,0.107836495,-0.133715000
502.500000,-0.615635618,0.106962637,-0.151284606
503.000000,-0.562788647,0.106088779,-0.168854212
503.500000,-0.509941675,0.105214921,-0.186423818
504.000000,-0.459691640,0.103886064,-0.201585631
504.500000,-0.412574884,0.102008238,-0.213842370
505.000000,-0.365458128,0.100130413,-0.226099110
505.500000,-0.318341371,0.098252587,-0.238355850
506.000000,-0.271224615,0.096374761,-0.250612589
506.500000,-0.224107859,0.094496936,-0.262869329
507.000000,-0.177014884,0.092617289,-0.275083613
507.500000,-0.137509590,0.090156465,-0.273751842
508.000000,-0.098004297,0.087695641,-0.272420070
508.500000,-0.058499004,0.085234817,-0.271088299
509.000000,-0.018993711,0.082773993,-0.269756528
509.500000,0.020511582,0.080313169,-0.268424757
510.000000,0.060016875,0.077852345,-0.267092986
510.500000,0.095450254,0.075462771,-0.262720232
511.000000,0.127537773,0.073131742,-0.255848725
511.500000,0.159625292,0.070800714,-0.248977219
512.000000,0.191712811,0.068469685,-0.242105713
512.500000,0.223800329,0.066138657,-0.235234207
513.000000,0.255887848,0.063807628,-0.228362700
513.500000,0.287376993,0.061512766,-0.221643741
514.000000,0.312988194,0.059573168,-0.216423281
514.500000,0.338599396,0.057633570,-0.211202820
515.000000,0.364210598,0.055693972,-0.205982360
515.500000,0.389821799,0.053754374,-0.200761899
516.000000,0.415433001,0.051814776,-0.195541439
516.500000,0.441044203,0.049875178,-0.190320978
517.000000,0.463096895,0.048111769,-0.186349240
517.500000,0.483105157,0.046449585,-0.183094916
518.000000,0.503113420,0.044787400,-0.179840593
518.500000,0.523121682,0.043125215,-0.176586269
519.000000,0.543129944,0.041463031,-0.173331946
519.500000,0.563138206,0.039800846,-0.170077622
520.000000,0.582271704,0.038171363,-0.166894854
520.500000,0.597379150,0.036692388,-0.164041414
521.000000,0.612486597,0.035213412,-0.161187974
521.500000,0.627594044,0.033734436,-0.158334534
522.000000,0.642701491,0.032255460,-0.155481093
522.500000,0.657808938,0.030776485,-0.152627653
523.000000,0.672916384,0.029297509,-0.149774213
523.500000,0.685260653,0.027993914,-0.147213370
524.000000,0.685260653,0.027993914,-0.147213370
524.500000,0.685260653,0.027993914,-0.147213370
525.000000,0.685260653,0.027993914,-0.147213370
